시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,관서명,지방청명,경찰서명,구분명,데이터갱신일자,업태구분명,위도,경도
경기도,수원시 장안구,파장동,"41111129",생활편의형SOC,CVNTL,파출소,노송 파출소,CVNTL_20_41111_00125,,경기도 수원시 장안구 이목로 58,경기도 수원시 장안구 파장동 566-14,,경기남부청,수원중부,지구대,2022-07-11,,37.3103830000,126.9880450000
경기도,성남시 수정구,수진동,"41131103",생활편의형SOC,CVNTL,파출소,수진 파출소,CVNTL_20_41131_00099,,경기도 성남시 수정구 모란로 1,경기도 성남시 수정구 수진동 4795,,경기남부청,성남수정,지구대,2022-07-11,,37.4338200000,127.1284200000
경기도,성남시 수정구,수진동,"41131103",생활편의형SOC,CVNTL,파출소,수진1 파출소,CVNTL_20_41131_00100,,경기도 성남시 수정구 탄리로 21,경기도 성남시 수정구 수진동 1921,,경기남부청,성남수정,파출소,2022-07-11,,37.4386630000,127.1388850000
경기도,수원시 팔달구,고등동,"41115137",생활편의형SOC,CVNTL,파출소,고등 파출소,CVNTL_20_41115_00131,,경기도 수원시 팔달구 고등로 50,경기도 수원시 팔달구 고등동 105-25,,경기남부청,수원서부,파출소,2022-07-11,,37.2730300000,127.0024800000
경기도,수원시 팔달구,지동,"41115139",생활편의형SOC,CVNTL,파출소,동부 파출소,CVNTL_20_41115_00132,,경기도 수원시 팔달구 경수대로 621,경기도 수원시 팔달구 지동 480-6,,경기남부청,수원중부,파출소,2022-07-11,,37.2809330000,127.0296600000
경기도,수원시 권선구,고색동,"41113128",생활편의형SOC,CVNTL,파출소,고색 파출소,CVNTL_20_41113_00118,,경기도 수원시 권선구 매송고색로 750,경기도 수원시 권선구 고색동 146-7,,경기남부청,수원서부,파출소,2022-07-11,,37.2520200000,126.9863000000
경기도,화성시,우정읍,"41590256",생활편의형SOC,CVNTL,파출소,우정 파출소,CVNTL_20_41590_00315,,경기도 화성시 우정읍 조암남로 31,경기도 화성시 우정읍 조암리 265-3,,경기남부청,화성서부,파출소,2022-07-11,,37.0841450000,126.8185040000
경기도,성남시 분당구,금곡동,"41135111",생활편의형SOC,CVNTL,파출소,금곡 파출소,CVNTL_20_41135_00095,,경기도 성남시 분당구 성남대로171번길 12,경기도 성남시 분당구 금곡동 173,,경기남부청,분당,지구대,2022-07-11,,37.3516270000,127.1073100000
경기도,성남시 수정구,태평동,"41131102",생활편의형SOC,CVNTL,파출소,중앙 파출소,CVNTL_20_41131_00101,,경기도 성남시 수정구 수정로 145,경기도 성남시 수정구 태평동 3498-2,,경기남부청,성남수정,파출소,2022-07-11,,37.4424630000,127.1362600000
경기도,연천군,군남면,"41800310",생활편의형SOC,CVNTL,파출소,군남 파출소,CVNTL_20_41800_00219,,경기도 연천군 군남면 군남로 407,경기도 연천군 군남면 삼거리 400-4,,경기북부청,연천,파출소,2022-07-11,,38.0840760000,127.0188100000
경기도,가평군,가평읍,"41820250",생활편의형SOC,CVNTL,파출소,읍내 파출소,CVNTL_20_41820_00001,,경기도 가평군 가평읍 가화로 38,경기도 가평군 가평읍 대곡리 213-4,,경기북부청,가평,파출소,2022-07-11,,37.8234800000,127.5162700000
경기도,가평군,설악면,"41820310",생활편의형SOC,CVNTL,파출소,설악 파출소,CVNTL_20_41820_00002,,경기도 가평군 설악면 신천중앙로 115,경기도 가평군 설악면 신천리 434-4,,경기북부청,가평,파출소,2022-07-11,,37.6776540000,127.4907100000
경기도,가평군,청평면,"41820325",생활편의형SOC,CVNTL,파출소,청평 파출소,CVNTL_20_41820_00003,,경기도 가평군 청평면 청평중앙로 33,경기도 가평군 청평면 청평리 462-3,,경기북부청,가평,파출소,2022-07-11,,37.7373850000,127.4183040000
경기도,양평군,양평읍,"41830250",생활편의형SOC,CVNTL,파출소,양근 파출소,CVNTL_20_41830_00195,,경기도 양평군 양평읍 해오름길 11,경기도 양평군 양평읍 양근리 280,,경기남부청,양평,파출소,2022-07-11,,37.4885600000,127.4907600000
경기도,양평군,용문면,"41830400",생활편의형SOC,CVNTL,파출소,용문 파출소,CVNTL_20_41830_00196,,경기도 양평군 용문면 용문로 351,경기도 양평군 용문면 다문리 720-1,,경기남부청,양평,파출소,2022-07-11,,37.4840900000,127.5928650000
경기도,양평군,강하면,"41830320",생활편의형SOC,CVNTL,파출소,강하 파출소,CVNTL_20_41830_00197,,경기도 양평군 강하면 운심길 46,경기도 양평군 강하면 운심리 34-4,,경기남부청,양평,파출소,2022-07-11,,37.4958840000,127.4112200000
경기도,양평군,옥천면,"41830340",생활편의형SOC,CVNTL,파출소,옥천 파출소,CVNTL_20_41830_00198,,경기도 양평군 옥천면 옥천길 27,경기도 양평군 옥천면 옥천리 746-2,,경기남부청,양평,파출소,2022-07-11,,37.5184060000,127.4570000000
경기도,수원시 장안구,조원동,"41111136",생활편의형SOC,CVNTL,파출소,장안문 파출소,CVNTL_20_41111_00126,,경기도 수원시 장안구 송정로 113,경기도 수원시 장안구 조원동 680-1,,경기남부청,수원중부,지구대,2022-07-11,,37.2957840000,127.0095140000
경기도,안성시,금광면,"41550320",생활편의형SOC,CVNTL,파출소,금광 파출소,CVNTL_20_41550_00166,,경기도 안성시 금광면 금광초교길 38,경기도 안성시 금광면 금광리 93-5,,경기남부청,안성,파출소,2022-07-11,,37.0010450000,127.3226850000
경기도,안성시,공도읍,"41550250",생활편의형SOC,CVNTL,파출소,공도 파출소,CVNTL_20_41550_00167,,경기도 안성시 공도읍 공도4로 4,경기도 안성시 공도읍 만정리 793-2,,경기남부청,안성,지구대,2022-07-11,,37.0007700000,127.1727750000
경기도,성남시 중원구,상대원동,"41133105",생활편의형SOC,CVNTL,파출소,대원 파출소,CVNTL_20_41133_00111,,경기도 성남시 중원구 둔촌대로 439,경기도 성남시 중원구 상대원동 1437,,경기남부청,성남중원,파출소,2022-07-11,,37.4329640000,127.1657900000
경기도,성남시 중원구,상대원동,"41133105",생활편의형SOC,CVNTL,파출소,상대원2 파출소,CVNTL_20_41133_00112,,경기도 성남시 중원구 희망로 373,경기도 성남시 중원구 상대원동 3154-1,,경기남부청,성남중원,파출소,2022-07-11,,37.4391750000,127.1585850000
경기도,성남시 수정구,단대동,"41131104",생활편의형SOC,CVNTL,파출소,단대 파출소,CVNTL_20_41131_00104,,경기도 성남시 수정구 단대로 15,경기도 성남시 수정구 단대동 101-4,,경기남부청,성남수정,파출소,2022-07-11,,37.4524500000,127.1586600000
경기도,김포시,양촌읍,"41570256",생활편의형SOC,CVNTL,파출소,양촌 지구대,CVNTL_20_41570_00053,,경기도 김포시 양촌읍 양곡1로68번길 3,경기도 김포시 양촌읍 양곡리 449-8,,경기남부청,김포,파출소,2022-07-11,,37.6567840000,126.6234100000
경기도,화성시,비봉면,"41590320",생활편의형SOC,CVNTL,파출소,비봉 파출소,CVNTL_20_41590_00316,,경기도 화성시 비봉면 양노로 118,경기도 화성시 비봉면 양노리 255-3,,경기남부청,화성서부,파출소,2022-07-11,,37.2368900000,126.8742450000
경기도,화성시,매송면,"41590310",생활편의형SOC,CVNTL,파출소,매송 파출소,CVNTL_20_41590_00317,,경기도 화성시 매송면 화성로 2249,경기도 화성시 매송면 어천리 426-1,,경기남부청,화성서부,파출소,2022-07-11,,37.2499580000,126.9119200000
경기도,화성시,안녕동,"41590126",생활편의형SOC,CVNTL,파출소,안용 파출소,CVNTL_20_41590_00318,,경기도 화성시 용주로32번길 4,경기도 화성시 안녕동 22,,경기남부청,화성동부,파출소,2022-07-11,,37.2058450000,127.0133700000
경기도,화성시,정남면,"41590410",생활편의형SOC,CVNTL,파출소,정남 파출소,CVNTL_20_41590_00319,,경기도 화성시 정남면 만년로 582,경기도 화성시 정남면 괘랑리 921-1,,경기남부청,화성동부,파출소,2022-07-11,,37.1729770000,126.9839800000
경기도,화성시,송산면,"41590340",생활편의형SOC,CVNTL,파출소,송산 파출소,CVNTL_20_41590_00320,,경기도 화성시 송산면 송산포도로 98,경기도 화성시 송산면 사강리 638-1,,경기남부청,화성서부,파출소,2022-07-11,,37.2141720000,126.7381440000
경기도,화성시,양감면,"41590400",생활편의형SOC,CVNTL,파출소,양감 파출소,CVNTL_20_41590_00321,,경기도 화성시 양감면 은행나무로 263,경기도 화성시 양감면 신왕리 678-5,,경기남부청,화성서부,파출소,2022-07-11,,37.0815700000,126.9448100000
경기도,수원시 권선구,당수동,"41113141",생활편의형SOC,CVNTL,파출소,당수 파출소,CVNTL_20_41113_00119,,경기도 수원시 권선구 당진로32번길 28-4,경기도 수원시 권선구 당수동 159-1,,경기남부청,수원서부,파출소,2022-07-11,,37.2917140000,126.9417800000
경기도,수원시 영통구,영통동,"41117105",생활편의형SOC,CVNTL,파출소,영통 파출소,CVNTL_20_41117_00122,,경기도 수원시 영통구 청명로 92,경기도 수원시 영통구 영통동 1046-2,,경기남부청,수원남부,지구대,2022-07-11,,37.2548700000,127.0779340000
경기도,수원시 팔달구,인계동,"41115141",생활편의형SOC,CVNTL,파출소,매탄 파출소,CVNTL_20_41115_00133,,경기도 수원시 팔달구 동수원로 403,경기도 수원시 팔달구 인계동 1117,,경기남부청,수원남부,지구대,2022-07-11,,37.2651940000,127.0399550000
경기도,수원시 팔달구,인계동,"41115141",생활편의형SOC,CVNTL,파출소,인계 파출소,CVNTL_20_41115_00134,,경기도 수원시 팔달구 장다리로 312,경기도 수원시 팔달구 인계동 930-1,,경기남부청,수원남부,파출소,2022-07-11,,37.2757450000,127.0314500000
경기도,여주시,홍문동,"41670102",생활편의형SOC,CVNTL,파출소,홍문 파출소,CVNTL_20_41670_00211,,경기도 여주시 세종로 4,경기도 여주시 홍문동 15-2,,경기남부청,여주,지구대,2022-07-11,,37.2976260000,127.6368000000
경기도,성남시 수정구,산성동,"41131105",생활편의형SOC,CVNTL,파출소,산성 파출소,CVNTL_20_41131_00105,,경기도 성남시 수정구 수정남로 317,경기도 성남시 수정구 산성동 670,,경기남부청,성남수정,파출소,2022-07-11,,37.4561650000,127.1528900000
경기도,수원시 영통구,매탄동,"41117101",생활편의형SOC,CVNTL,파출소,산남 파출소,CVNTL_20_41117_00123,,경기도 수원시 영통구 매영로 93-18,경기도 수원시 영통구 매탄동 1213-2,,경기남부청,수원남부,지구대,2022-07-11,,37.2687030000,127.0530700000
경기도,의정부시,가능동,"41150110",생활편의형SOC,CVNTL,파출소,가능 파출소,CVNTL_20_41150_00253,,경기도 의정부시 호국로 1171,경기도 의정부시 가능동 238-6,,경기북부청,의정부,지구대,2022-07-11,,37.7434120000,127.0339400000
경기도,성남시 수정구,복정동,"41131107",생활편의형SOC,CVNTL,파출소,복정 파출소,CVNTL_20_41131_00106,,경기도 성남시 수정구 복정로 36,경기도 성남시 수정구 복정동 695,,경기남부청,성남수정,파출소,2022-07-11,,37.4561500000,127.1275400000
경기도,이천시,호법면,"41500330",생활편의형SOC,CVNTL,파출소,호법 파출소,CVNTL_20_41500_00255,,경기도 이천시 호법면 이섭대천로 547,경기도 이천시 호법면 후안리 265-1,,경기남부청,이천,파출소,2022-07-11,,37.2241900000,127.4282000000
경기도,이천시,장호원읍,"41500250",생활편의형SOC,CVNTL,파출소,장호원 파출소,CVNTL_20_41500_00256,,경기도 이천시 장호원읍 장감로 70,경기도 이천시 장호원읍 장호원리 99-4,,경기남부청,이천,파출소,2022-07-11,,37.1168750000,127.6305300000
경기도,수원시 장안구,연무동,"41111137",생활편의형SOC,CVNTL,파출소,창룡문 파출소,CVNTL_20_41111_00127,,경기도 수원시 장안구 경수대로 758,경기도 수원시 장안구 연무동 254-11,,경기남부청,수원중부,파출소,2022-07-11,,37.2910700000,127.0220300000
경기도,시흥시,정왕동,"41390132",생활편의형SOC,CVNTL,파출소,옥구 파출소,CVNTL_20_41390_00138,,경기도 시흥시 정왕대로118번길 1,경기도 시흥시 정왕동 1849-7,,경기남부청,시흥,지구대,2022-07-11,,37.3511600000,126.7287200000
경기도,시흥시,정왕동,"41390132",생활편의형SOC,CVNTL,파출소,정왕 파출소,CVNTL_20_41390_00139,,경기도 시흥시 정왕신길로 216,경기도 시흥시 정왕동 1800-10,,경기남부청,시흥,지구대,2022-07-11,,37.3487740000,126.7410200000
경기도,군포시,산본동,"41410104",생활편의형SOC,CVNTL,파출소,산본 파출소,CVNTL_20_41410_00043,,경기도 군포시 수리산로203번길 51,경기도 군포시 산본동 1105-4,,경기남부청,군포,지구대,2022-07-11,,37.3679050000,126.9265800000
경기도,용인시 기흥구,고매동,"41463108",생활편의형SOC,CVNTL,파출소,고매 파출소,CVNTL_20_41463_00228,,경기도 용인시 기흥구 동탄기흥로 715,경기도 용인시 기흥구 고매동 산 80-2,,경기남부청,용인동부,파출소,2022-07-11,,37.2232250000,127.0990600000
경기도,이천시,증포동,"41500109",생활편의형SOC,CVNTL,파출소,증포 파출소,CVNTL_20_41500_00257,,경기도 이천시 갈산로 19,경기도 이천시 증포동 157-4,,경기남부청,이천,파출소,2022-07-11,,37.2895400000,127.4552700000
경기도,안성시,도기동,"41550124",생활편의형SOC,CVNTL,파출소,양성 파출소,CVNTL_20_41550_00168,,경기도 안성시 양성면 장터길 35,경기도 안성시 양성면 동항리 291-3,,경기남부청,안성,파출소,2022-07-11,,37.0004300000,127.2490500000
경기도,양주시,만송동,"41630107",생활편의형SOC,CVNTL,파출소,고읍 파출소,CVNTL_20_41630_00187,,경기도 양주시 고읍로 83,경기도 양주시 만송동 695-3,,경기북부청,양주,파출소,2022-07-11,,37.7965300000,127.0809250000
경기도,포천시,선단동,"41650104",생활편의형SOC,CVNTL,파출소,선단 파출소,CVNTL_20_41650_00296,,경기도 포천시 송선로 279,경기도 포천시 선단동 834-2,,경기북부청,포천,파출소,2022-07-11,,37.8572700000,127.1503450000
경기도,포천시,가산면,"41650330",생활편의형SOC,CVNTL,파출소,가산 파출소,CVNTL_20_41650_00297,,경기도 포천시 가산면 가산로309번길 13,경기도 포천시 가산면 마산리 425-1,,경기북부청,포천,파출소,2022-07-11,,37.8463100000,127.1845900000
경기도,양평군,서종면,"41830350",생활편의형SOC,CVNTL,파출소,서종 파출소,CVNTL_20_41830_00199,,경기도 양평군 서종면 무내미길 45,경기도 양평군 서종면 문호리 779-2,,경기남부청,양평,파출소,2022-07-11,,37.6031880000,127.3520500000
경기도,양평군,강상면,"41830310",생활편의형SOC,CVNTL,파출소,강상 파출소,CVNTL_20_41830_00200,,경기도 양평군 강상면 양평대교길 91,경기도 양평군 강상면 교평리 449-7,,경기남부청,양평,파출소,2022-07-11,,37.4822600000,127.4850000000
경기도,양평군,양동면,"41830380",생활편의형SOC,CVNTL,파출소,양동 파출소,CVNTL_20_41830_00201,,경기도 양평군 양동면 학둔지아래길 72,경기도 양평군 양동면 쌍학리 228-5,,경기남부청,양평,파출소,2022-07-11,,37.4204560000,127.7529450000
경기도,양평군,청운면,"41830370",생활편의형SOC,CVNTL,파출소,청운 파출소,CVNTL_20_41830_00202,,경기도 양평군 청운면 용두로 140,경기도 양평군 청운면 용두리 659-3,,경기남부청,양평,파출소,2022-07-11,,37.5541300000,127.7086900000
경기도,포천시,화현면,"41650410",생활편의형SOC,CVNTL,파출소,화현 파출소,CVNTL_20_41650_00300,,경기도 포천시 화현면 화동로 329,경기도 포천시 화현면 화현리 796-10,,경기북부청,포천,파출소,2022-07-11,,37.8972850000,127.3015750000
경기도,포천시,신북면,"41650340",생활편의형SOC,CVNTL,파출소,신북 파출소,CVNTL_20_41650_00301,,경기도 포천시 신북면 호국로 2059,경기도 포천시 신북면 기지리 893-2,,경기북부청,포천,파출소,2022-07-11,,37.9334220000,127.2263260000
경기도,포천시,내촌면,"41650320",생활편의형SOC,CVNTL,파출소,내촌 파출소,CVNTL_20_41650_00302,,경기도 포천시 내촌면 내촌로 62,경기도 포천시 내촌면 내리 389-3,,경기북부청,포천,파출소,2022-07-11,,37.7855030000,127.2273560000
경기도,포천시,군내면,"41650310",생활편의형SOC,CVNTL,파출소,군내 파출소,CVNTL_20_41650_00303,,경기도 포천시 군내면 청군로 3280,경기도 포천시 군내면 구읍리 214-3,,경기북부청,포천,파출소,2022-07-11,,37.8876400000,127.2182400000
경기도,포천시,일동면,"41650370",생활편의형SOC,CVNTL,파출소,일동 파출소,CVNTL_20_41650_00304,,경기도 포천시 일동면 화동로 1023,경기도 포천시 일동면 기산리 285-6,,경기북부청,포천,파출소,2022-07-11,,37.9551500000,127.3157200000
경기도,시흥시,은행동,"41390106",생활편의형SOC,CVNTL,파출소,은행 파출소,CVNTL_20_41390_00140,,경기도 시흥시 은행로 148,경기도 시흥시 은행동 541-1,,경기남부청,시흥,파출소,2022-07-11,,37.4443050000,126.7999300000
경기도,안성시,석정동,"41550118",생활편의형SOC,CVNTL,파출소,중앙 파출소,CVNTL_20_41550_00169,,경기도 안성시 석정1길 15,경기도 안성시 석정동 256-2,,경기남부청,안성,지구대,2022-07-11,,37.0094260000,127.2621500000
경기도,의왕시,청계동,"41430108",생활편의형SOC,CVNTL,파출소,청계 파출소,CVNTL_20_41430_00246,,경기도 의왕시 안양판교로 227,경기도 의왕시 청계동 992,,경기남부청,의왕,파출소,2022-07-11,,37.3894700000,126.9964200000
경기도,안성시,죽산면,"41550400",생활편의형SOC,CVNTL,파출소,죽산 파출소,CVNTL_20_41550_00172,,경기도 안성시 죽산면 죽주로 241,경기도 안성시 죽산면 죽산리 432-7,,경기남부청,안성,파출소,2022-07-11,,37.0749860000,127.4218750000
경기도,안성시,대덕면,"41550350",생활편의형SOC,CVNTL,파출소,대덕 파출소,CVNTL_20_41550_00173,,경기도 안성시 대덕면 중앙로 78,경기도 안성시 대덕면 건지리 420-4,,경기남부청,안성,파출소,2022-07-11,,37.0125700000,127.2374650000
경기도,양주시,은현면,"41630310",생활편의형SOC,CVNTL,파출소,은현 파출소,CVNTL_20_41630_00188,,경기도 양주시 은현면 은현로55번길 6,경기도 양주시 은현면 선암리 336-3,,경기북부청,양주,파출소,2022-07-11,,37.8741700000,127.0233460000
경기도,포천시,관인면,"41650400",생활편의형SOC,CVNTL,파출소,관인 파출소,CVNTL_20_41650_00305,,경기도 포천시 관인면 관인로 15,경기도 포천시 관인면 탄동리 664-2,,경기북부청,포천,파출소,2022-07-11,,38.1573370000,127.2505950000
경기도,양주시,덕정동,"41630110",생활편의형SOC,CVNTL,파출소,회천 파출소,CVNTL_20_41630_00189,,경기도 양주시 회정로 133,경기도 양주시 덕정동 206-3,,경기북부청,양주,지구대,2022-07-11,,37.8376960000,127.0680500000
경기도,파주시,파주읍,"41480253",생활편의형SOC,CVNTL,파출소,파주 파출소,CVNTL_20_41480_00268,,경기도 파주시 파주읍 향교말길 26,경기도 파주시 파주읍 파주리 431-1,,경기북부청,파주,파출소,2022-07-11,,37.8329200000,126.8158600000
경기도,이천시,신둔면,"41500310",생활편의형SOC,CVNTL,파출소,신둔 파출소,CVNTL_20_41500_00258,,경기도 이천시 신둔면 경충대로 3162,경기도 이천시 신둔면 수광리 271-2,,경기남부청,이천,파출소,2022-07-11,,37.3086400000,127.4024100000
경기도,포천시,영중면,"41650360",생활편의형SOC,CVNTL,파출소,영중 파출소,CVNTL_20_41650_00307,,경기도 포천시 영중면 양문로 109,경기도 포천시 영중면 양문리 847-7,,경기북부청,포천,파출소,2022-07-11,,38.0025630000,127.2427900000
경기도,포천시,창수면,"41650350",생활편의형SOC,CVNTL,파출소,창수 파출소,CVNTL_20_41650_00308,,경기도 포천시 창수면 메치골로 174,경기도 포천시 창수면 주원리 249-2,,경기북부청,포천,파출소,2022-07-11,,37.9910900000,127.1892850000
경기도,포천시,영북면,"41650390",생활편의형SOC,CVNTL,파출소,영북 파출소,CVNTL_20_41650_00309,,경기도 포천시 영북면 운천로 4,경기도 포천시 영북면 운천리 505-2,,경기북부청,포천,파출소,2022-07-11,,38.0917240000,127.2738900000
경기도,용인시 기흥구,언남동,"41463112",생활편의형SOC,CVNTL,파출소,구성 파출소,CVNTL_20_41463_00229,,경기도 용인시 기흥구 구성로 68,경기도 용인시 기흥구 언남동 375-3,,경기남부청,용인서부,파출소,2022-07-11,,37.2947000000,127.1169800000
경기도,파주시,문산읍,"41480250",생활편의형SOC,CVNTL,파출소,문산 파출소,CVNTL_20_41480_00269,,경기도 파주시 문산읍 개포래로 50-4,경기도 파주시 문산읍 문산리 31-3,,경기북부청,파주,파출소,2022-07-11,,37.8540840000,126.7833500000
경기도,이천시,창전동,"41500101",생활편의형SOC,CVNTL,파출소,창전 파출소,CVNTL_20_41500_00259,,경기도 이천시 영창로 171,경기도 이천시 창전동 152-19,,경기남부청,이천,지구대,2022-07-11,,37.2817000000,127.4416660000
경기도,안성시,보개면,"41550310",생활편의형SOC,CVNTL,파출소,보개 파출소,CVNTL_20_41550_00174,,경기도 안성시 보개면 보개원삼로 220-1,경기도 안성시 보개면 불현리 42-9,,경기남부청,안성,파출소,2022-07-11,,37.0225700000,127.2900160000
경기도,파주시,파평면,"41480360",생활편의형SOC,CVNTL,파출소,파평 파출소,CVNTL_20_41480_00270,,경기도 파주시 파평면 청송로 198,경기도 파주시 파평면 금파리 303-1,,경기북부청,파주,파출소,2022-07-11,,37.9225800000,126.8398300000
경기도,파주시,탄현면,"41480320",생활편의형SOC,CVNTL,파출소,탄현 파출소,CVNTL_20_41480_00271,,경기도 파주시 탄현면 방촌로 669,경기도 파주시 탄현면 축현리 492-3,,경기북부청,파주,파출소,2022-07-11,,37.8039320000,126.7183800000
경기도,파주시,적성면,"41480370",생활편의형SOC,CVNTL,파출소,적성 파출소,CVNTL_20_41480_00272,,경기도 파주시 적성면 청송로 1003,경기도 파주시 적성면 마지리 48-2,,경기북부청,파주,파출소,2022-07-11,,37.9534070000,126.9169540000
경기도,파주시,법원읍,"41480256",생활편의형SOC,CVNTL,파출소,법원 파출소,CVNTL_20_41480_00273,,경기도 파주시 법원읍 사임당로905번길 40,경기도 파주시 법원읍 법원리 449-9,,경기북부청,파주,파출소,2022-07-11,,37.8490600000,126.8798600000
경기도,김포시,고촌읍,"41570253",생활편의형SOC,CVNTL,파출소,고촌 파출소,CVNTL_20_41570_00055,,경기도 김포시 고촌읍 수기로 61,경기도 김포시 고촌읍 신곡리 1250-1,,경기남부청,김포,파출소,2022-07-11,,37.5978780000,126.7660700000
경기도,광주시,경안동,"41610101",생활편의형SOC,CVNTL,파출소,경안 파출소,CVNTL_20_41610_00036,,경기도 광주시 중앙로 137,경기도 광주시 경안동 72-2,,경기남부청,광주,지구대,2022-07-11,,37.4117200000,127.2568100000
경기도,양주시,백석읍,"41630250",생활편의형SOC,CVNTL,파출소,백석 파출소,CVNTL_20_41630_00191,,경기도 양주시 백석읍 꿈나무로 142,경기도 양주시 백석읍 오산리 36-5,,경기북부청,양주,파출소,2022-07-11,,37.7965050000,126.9905100000
경기도,양주시,광적면,"41630330",생활편의형SOC,CVNTL,파출소,광적 파출소,CVNTL_20_41630_00192,,경기도 양주시 광적면 가래비길 54,경기도 양주시 광적면 가납리 741-2,,경기북부청,양주,파출소,2022-07-11,,37.8233640000,126.9862600000
경기도,양주시,장흥면,"41630340",생활편의형SOC,CVNTL,파출소,장흥 파출소,CVNTL_20_41630_00193,,경기도 양주시 장흥면 호국로 179,경기도 양주시 장흥면 일영리 139-4,,경기북부청,양주,파출소,2022-07-11,,37.7170800000,126.9408600000
경기도,김포시,풍무동,"41570107",생활편의형SOC,CVNTL,파출소,풍무 파출소,CVNTL_20_41570_00056,,경기도 김포시 양도로 53,경기도 김포시 풍무동 154-6,,경기남부청,김포,파출소,2022-07-11,,37.6070750000,126.7285500000
경기도,김포시,사우동,"41570106",생활편의형SOC,CVNTL,파출소,사우 파출소,CVNTL_20_41570_00057,,경기도 김포시 사우중로 35-5,경기도 김포시 사우동 246,,경기남부청,김포,지구대,2022-07-11,,37.6184540000,126.7177050000
경기도,연천군,왕징면,"41800350",생활편의형SOC,CVNTL,파출소,왕징 파출소,CVNTL_20_41800_00222,,경기도 연천군 왕징면 왕산로28번길 3,경기도 연천군 왕징면 무등리 17-2,,경기북부청,연천,파출소,2022-07-11,,38.0573160000,127.0131600000
경기도,화성시,진안동,"41590116",생활편의형SOC,CVNTL,파출소,태안 파출소,CVNTL_20_41590_00330,,경기도 화성시 떡전골로 112-2,경기도 화성시 진안동 525-30,,경기남부청,화성동부,지구대,2022-07-11,,37.2084160000,127.0333000000
경기도,용인시 처인구,원삼면,"41461340",생활편의형SOC,CVNTL,파출소,원삼 파출소,CVNTL_20_41461_00237,,경기도 용인시 처인구 원삼면 고당로15번길 1,경기도 용인시 처인구 원삼면 고당리 71-6,,경기남부청,용인동부,파출소,2022-07-11,,37.1648860000,127.3112100000
경기도,용인시 처인구,포곡읍,"41461250",생활편의형SOC,CVNTL,파출소,포곡 파출소,CVNTL_20_41461_00239,,경기도 용인시 처인구 포곡읍 포곡로278번길 3,경기도 용인시 처인구 포곡읍 삼계리 561-5,,경기남부청,용인동부,파출소,2022-07-11,,37.2793460000,127.2321300000
경기도,의왕시,삼동,"41430103",생활편의형SOC,CVNTL,파출소,부곡 파출소,CVNTL_20_41430_00248,,경기도 의왕시 한백이길 3,경기도 의왕시 삼동 460-95,,경기남부청,의왕,파출소,2022-07-11,,37.3224220000,126.9489700000
경기도,오산시,궐동,"41370104",생활편의형SOC,CVNTL,파출소,궐동 파출소,CVNTL_20_41370_00224,,경기도 오산시 오산로 371,경기도 오산시 궐동 13-7,,경기남부청,화성동부,파출소,2022-07-11,,37.1596950000,127.0661100000
경기도,시흥시,거모동,"41390127",생활편의형SOC,CVNTL,파출소,군자 파출소,CVNTL_20_41390_00142,,경기도 시흥시 군자로 513,경기도 시흥시 거모동 1757-6,,경기남부청,시흥,파출소,2022-07-11,,37.3442730000,126.7853240000
경기도,용인시 기흥구,신갈동,"41463101",생활편의형SOC,CVNTL,파출소,구갈 파출소,CVNTL_20_41463_00230,,경기도 용인시 기흥구 관곡로 41,경기도 용인시 기흥구 신갈동 164-3,,경기남부청,용인동부,지구대,2022-07-11,,37.2832680000,127.1104660000
경기도,용인시 기흥구,신갈동,"41463101",생활편의형SOC,CVNTL,파출소,상갈 파출소,CVNTL_20_41463_00231,,경기도 용인시 기흥구 중부대로 380,경기도 용인시 기흥구 신갈동 68-2,,경기남부청,용인동부,파출소,2022-07-11,,37.2715720000,127.1092000000
경기도,이천시,설성면,"41500370",생활편의형SOC,CVNTL,파출소,설성 파출소,CVNTL_20_41500_00260,,경기도 이천시 설성면 설장로17번길 6-1,경기도 이천시 설성면 금당리 126-5,,경기남부청,이천,파출소,2022-07-11,,37.1327060000,127.5210800000
경기도,파주시,교하동,"41480107",생활편의형SOC,CVNTL,파출소,교하 파출소,CVNTL_20_41480_00274,,경기도 파주시 교하로 1431-2,경기도 파주시 교하동 산 16-4,,경기북부청,파주,파출소,2022-07-11,,37.7522620000,126.7505200000
경기도,남양주시,호평동,"41360101",생활편의형SOC,CVNTL,파출소,호평 파출소,CVNTL_20_41360_00059,,경기도 남양주시 호평로68번길 11,경기도 남양주시 호평동 670,,경기북부청,남양주,파출소,2022-07-11,,37.6551860000,127.2485400000
경기도,남양주시,화도읍,"41360256",생활편의형SOC,CVNTL,파출소,화도 파출소,CVNTL_20_41360_00061,,경기도 남양주시 화도읍 창현로 8,경기도 남양주시 화도읍 창현리 736-3,,경기북부청,남양주,지구대,2022-07-11,,37.6503030000,127.3057200000
경기도,남양주시,퇴계원읍,"41360265",생활편의형SOC,CVNTL,파출소,퇴계원 파출소,CVNTL_20_41360_00062,,경기도 남양주시 퇴계원읍 퇴계원로6번길 29,경기도 남양주시 퇴계원읍 퇴계원리 218-171,,경기북부청,남양주,파출소,2022-07-11,,37.6486970000,127.1436840000
