시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,충전소위치 상세,휴점일,이용가능 시작시각,이용가능 종료시각,완속충전 가능여부,급속충전 가능여부,급속충전 타입구분,완속충전기 대수,급속충전기 대수,주차료부과 여부,관리업체명,관리업체 전화번호,데이터 갱신일자,업태구분명,위도,경도
경기도,광명시,광명동,"41210101",생활편의형SOC,CVNTL,전기충전소,광명시돔경륜장,CVNTL_25_41210_00211,,경기도 광명시 광명로 721,경기도 광명시 광명동 780,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.4677850000,126.8449500000
경기도,부천시,상동,"41190109",생활편의형SOC,CVNTL,전기충전소,부천체육문화센터,CVNTL_25_41190_00531,,경기도 부천시 조마루로 2,경기도 부천시 상동 572-1,,,,,,,,,,,케이티,,2022-07-11,,37.4993970000,126.7447900000
경기도,부천시,심곡본동,"41190111",생활편의형SOC,CVNTL,전기충전소,대산동행정복지센터,CVNTL_25_41190_00507,,경기도 부천시 심곡로9번길 54,경기도 부천시 심곡본동 665-13,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.4824450000,126.7790000000
경기도,과천시,문원동,"41290102",생활편의형SOC,CVNTL,전기충전소,사기막골1공영주차장,CVNTL_25_41290_00188,,"",경기도 과천시 문원동 324-14,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.4197240000,126.9991800000
경기도,고양시 일산동구,중산동,"41285102",생활편의형SOC,CVNTL,전기충전소,고양시 호텔박스,CVNTL_25_41285_00104,,경기도 고양시 일산동구 약산길 5-24,경기도 고양시 일산동구 중산동 42-1,,,,,,,,,,,차지비,,2022-07-11,,37.6801100000,126.7910800000
경기도,수원시 팔달구,매교동,"41115133",생활편의형SOC,CVNTL,전기충전소,수원시 매교동 주민센터,CVNTL_25_41115_00828,,경기도 수원시 팔달구 효원로55번길 57,경기도 수원시 팔달구 매교동 88-1,,,,,,,,,,,차지비,,2022-07-11,,37.2686770000,127.0144100000
경기도,화성시,정남면,"41590410",생활편의형SOC,CVNTL,전기충전소,화성북경반점,CVNTL_25_41590_01778,,경기도 화성시 정남면 정남동로 43,경기도 화성시 덕절리 472-1,,,,,,,,,,,제주전기자동차서비스,,2022-07-11,,37.1393430000,127.0331200000
경기도,김포시,대곶면,"41570340",생활편의형SOC,CVNTL,전기충전소,프리존모텔,CVNTL_25_41570_00329,,경기도 김포시 대곶면 약암로 786-38,경기도 김포시 대곶면 약암리 1351,,,,,,,,,,,에버온,,2022-07-11,,37.6256700000,126.5591400000
경기도,군포시,산본동,"41410104",생활편의형SOC,CVNTL,전기충전소,산본e편한세상센트럴파크아파트,CVNTL_25_41410_00296,,경기도 군포시 고산로 596-15,경기도 군포시 산본동 1121,,,,,,,,,,,케이티,,2022-07-11,,37.3642230000,126.9290500000
경기도,포천시,신읍동,"41650101",생활편의형SOC,CVNTL,전기충전소,한국전력공사 포천지사,CVNTL_25_41650_01691,,경기도 포천시 원모루로 12,경기도 포천시 신읍동 380-1,,,,,,,,,,,한국전력,,2022-07-11,,37.8903800000,127.1953500000
경기도,남양주시,다산동,"41360112",생활편의형SOC,CVNTL,전기충전소,플루리움1단지아파트,CVNTL_25_41360_00435,,경기도 남양주시 도농로 34,경기도 남양주시 도농동 2-1,,,,,,,,,,,케이티,,2022-07-11,,37.6103860000,127.1576160000
경기도,남양주시,다산동,"41360112",생활편의형SOC,CVNTL,전기충전소,이마트 다산점,CVNTL_25_41360_00386,,경기도 남양주시 도농로 24,경기도 남양주시 도농동 1-29,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.6085470000,127.1586800000
경기도,여주시,강천면,"41670370",생활편의형SOC,CVNTL,전기충전소,종단대순진리회여주본부도장1,CVNTL_25_41670_01218,,경기도 여주시 강천면 강천로 897,경기도 여주시 가야리 651-1,,,,,,,,,,,이카플러그,,2022-07-11,,37.2791330000,127.6895300000
경기도,수원시 팔달구,신풍동,"41115130",생활편의형SOC,CVNTL,전기충전소,행궁동 생태공원,CVNTL_25_41115_00825,,,경기도 수원시 팔달구 신풍동 154-1,,,,,,,,,,,수원시,,2022-07-11,,37.2850400000,127.0144800000
경기도,용인시 처인구,역북동,"41461102",생활편의형SOC,CVNTL,전기충전소,용인중앙도서관,CVNTL_25_41461_01406,,경기도 용인시 처인구 명지로 27,경기도 용인시 처인구 역북동 504-1,,,,,,,,,,,한국전력,,2022-07-11,,37.2334500000,127.1903600000
경기도,화성시,향남읍,"41590259",생활편의형SOC,CVNTL,전기충전소,대방노블랜드아파트,CVNTL_25_41590_01798,,경기도 화성시 향남읍 행정중앙2로 85,경기도 화성시 향남읍 행정리 485,,,,,,,,,,,케이티,,2022-07-11,,37.1296000000,126.9251500000
경기도,화성시,반월동,"41590120",생활편의형SOC,CVNTL,전기충전소,이편한세상 반월나노시티역아파트 입주자대표회의,CVNTL_25_41590_01816,,경기도 화성시 효행로 1337-23,경기도 화성시 반월동 960,,,,,,,,,,,대영채비,,2022-07-11,,37.2257460000,127.0614900000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,전기충전소,가람마을8단지동문굿모닝힐,CVNTL_25_41480_01581,,경기도 파주시 금바위로 47,경기도 파주시 와동동 205,,,,,,,,,,,케이티,,2022-07-11,,37.7282500000,126.7561000000
경기도,남양주시,별내동,"41360111",생활편의형SOC,CVNTL,전기충전소,남양주별내더샵아파트3동,CVNTL_25_41360_00414,,"",경기도 남양주시 별내동 922,,,,,,,,,,,케이티,,2022-07-11,,37.6510120000,127.1251300000
경기도,남양주시,별내동,"41360111",생활편의형SOC,CVNTL,전기충전소,별내동주민센터,CVNTL_25_41360_00416,,경기도 남양주시 별내3로 64-21,경기도 남양주시 별내동 1028,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.6461680000,127.1218800000
경기도,남양주시,진접읍,"41360253",생활편의형SOC,CVNTL,전기충전소,경복대학교 남양주캠퍼스,CVNTL_25_41360_00417,,경기도 남양주시 진접읍 경복대로 425,경기도 남양주시 진접읍 금곡리 383,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.7355200000,127.2106860000
경기도,남양주시,진접읍,"41360253",생활편의형SOC,CVNTL,전기충전소,하나로마트 진접점,CVNTL_25_41360_00418,,경기도 남양주시 진접읍 해밀예당1로 8,경기도 남양주시 진접읍 연평리 110,,,,,,,,,,,한국전력,,2022-07-11,,37.7096940000,127.1850050000
경기도,남양주시,진접읍,"41360253",생활편의형SOC,CVNTL,전기충전소,남양주시 진접오남행정복지센터,CVNTL_25_41360_00420,,경기도 남양주시 진접읍 금강로 1509-26,경기도 남양주시 진접읍 장현리 68-39,,,,,,,,,,,지엔텔,,2022-07-11,,37.7262700000,127.1898300000
경기도,남양주시,진접읍,"41360253",생활편의형SOC,CVNTL,전기충전소,㈜경기자동차,CVNTL_25_41360_00421,,경기도 남양주시 진접읍 금강로 1943-11,경기도 남양주시 진접읍 팔야리 415-4,,,,,,,,,,,대영채비,,2022-07-11,,37.7548370000,127.2162200000
경기도,남양주시,진접읍,"41360253",생활편의형SOC,CVNTL,전기충전소,홈플러스 진접점,CVNTL_25_41360_00422,,경기도 남양주시 진접읍 금강로 1447,경기도 남양주시 진접읍 장현리 216-1,,,,,,,,,,,한국전력,,2022-07-11,,37.7216030000,127.1889650000
경기도,파주시,금촌동,"41480101",생활편의형SOC,CVNTL,전기충전소,건일장미5차아파트,CVNTL_25_41480_01606,,경기도 파주시 황골로 18,경기도 파주시 금촌동 228-1,,,,,,,,,,,케이티,,2022-07-11,,37.7544000000,126.7701300000
경기도,파주시,금촌동,"41480101",생활편의형SOC,CVNTL,전기충전소,금촌2공영주차장,CVNTL_25_41480_01613,,경기도 파주시 금빛로 28,경기도 파주시 금촌동 987-1,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.7522200000,126.7671100000
경기도,광주시,추자동,"41610118",생활편의형SOC,CVNTL,전기충전소,오포읍행정복지센터,CVNTL_25_41610_00243,,경기도 광주시 오포읍 오포로859번길 29,경기도 광주시 오포읍 추자리 102-16,,,,,,,,,,,지엔텔,,2022-07-11,,37.3661160000,127.2286100000
경기도,광명시,하안동,"41210103",생활편의형SOC,CVNTL,전기충전소,광명시 보건소주차장,CVNTL_25_41210_00198,,경기도 광명시 오리로 613,경기도 광명시 하안동 230,,,,,,,,,,,지엔텔,,2022-07-11,,37.4559000000,126.8784500000
경기도,평택시,신장동,"41220112",생활편의형SOC,CVNTL,전기충전소,평택송탄역클래시아,CVNTL_25_41220_01635,,경기도 평택시 탄현로 261,경기도 평택시 신장동 243-3,,,,,,,,,,,케이티,,2022-07-11,,37.0759200000,127.0549300000
경기도,포천시,신북면,"41650340",생활편의형SOC,CVNTL,전기충전소,포천윤중아파트,CVNTL_25_41650_01696,,경기도 포천시 신북면 호국로 2135-14,경기도 포천시 신북면 기지리 101-3,,,,,,,,,,,케이티,,2022-07-11,,37.9410630000,127.2307300000
경기도,파주시,동패동,"41480113",생활편의형SOC,CVNTL,전기충전소,책향기마을 우남퍼스트빌,CVNTL_25_41480_01615,,경기도 파주시 책향기로 207,경기도 파주시 동패동 1711,,,,,,,,,,,케이티,,2022-07-11,,37.7213900000,126.7190000000
경기도,파주시,동패동,"41480113",생활편의형SOC,CVNTL,전기충전소,책향기마을11단지신동아파밀리에,CVNTL_25_41480_01621,,경기도 파주시 책향기로 418,경기도 파주시 동패동 1703,,,,,,,,,,,케이티,,2022-07-11,,37.7241630000,126.7178900000
경기도,남양주시,진건읍,"41360259",생활편의형SOC,CVNTL,전기충전소,사릉역노외주차장,CVNTL_25_41360_00426,,"",경기도 남양주시 진건읍 사능리 604-12,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.6522600000,127.1759300000
경기도,군포시,대야미동,"41410108",생활편의형SOC,CVNTL,전기충전소,대야 제5공영주차장,CVNTL_25_41410_00314,,"",경기도 군포시 대야미동 649-1,,,,,,,,,,,군포시,,2022-07-11,,37.3290630000,126.9191200000
경기도,부천시,작동,"41190119",생활편의형SOC,CVNTL,전기충전소,쉐보레오정바로서비스,CVNTL_25_41190_00514,,경기도 부천시 까치로 111,경기도 부천시 작동 68-4,,,,,,,,,,,케이티,,2022-07-11,,37.5160980000,126.8053000000
경기도,안성시,봉산동,"41550101",생활편의형SOC,CVNTL,전기충전소,안성시청,CVNTL_25_41550_01023,,경기도 안성시 시청길 25,경기도 안성시 봉산동 31-3,,,,,,,,,,,에버온,,2022-07-11,,37.0079420000,127.2799100000
경기도,성남시 분당구,판교동,"41135108",생활편의형SOC,CVNTL,전기충전소,성남시 이마트 에브리데이(서판교점),CVNTL_25_41135_00557,,경기도 성남시 분당구 판교공원로5길 20,경기도 성남시 분당구 판교동 620,,,,,,,,,,,차지비,,2022-07-11,,37.3902800000,127.0902100000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,전기충전소,롯데마트 선부점,CVNTL_25_41273_00916,,경기도 안산시 단원구 선부광장북로 67,경기도 안산시 단원구 선부동 1086,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3376430000,126.8155400000
경기도,성남시 분당구,삼평동,"41135109",생활편의형SOC,CVNTL,전기충전소,디테라스,CVNTL_25_41135_00570,,경기도 성남시 분당구 판교로319번길 13,경기도 성남시 분당구 삼평동 691,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.4036870000,127.1090700000
경기도,화성시,향남읍,"41590259",생활편의형SOC,CVNTL,전기충전소,향남신명스카이뷰,CVNTL_25_41590_01797,,경기도 화성시 향남읍 행정중앙1로 15,경기도 화성시 향남읍 행정리 443,,,,,,,,,,,케이티,,2022-07-11,,37.1269000000,126.9152400000
경기도,화성시,향남읍,"41590259",생활편의형SOC,CVNTL,전기충전소,향남우미린아파트,CVNTL_25_41590_01799,,경기도 화성시 향남읍 행정중앙2로 14,경기도 화성시 향남읍 행정리 438,,,,,,,,,,,케이티,,2022-07-11,,37.1289440000,126.9161000000
경기도,화성시,봉담읍,"41590253",생활편의형SOC,CVNTL,전기충전소,해오름마을 봉담그대가아파트,CVNTL_25_41590_01815,,경기도 화성시 봉담읍 와우로73번길 22,경기도 화성시 봉담읍 와우리 239,,,,,,,,,,,케이티,,2022-07-11,,37.2151680000,126.9749000000
경기도,남양주시,화도읍,"41360256",생활편의형SOC,CVNTL,전기충전소,두산1차아파트,CVNTL_25_41360_00397,,"",경기도 남양주시 화도읍 창현리 757,,,,,,,,,,,케이티,,2022-07-11,,37.6472660000,127.3008650000
경기도,남양주시,오남읍,"41360262",생활편의형SOC,CVNTL,전기충전소,남양주시 오남읍사무소,CVNTL_25_41360_00423,,경기도 남양주시 오남읍 진건오남로 806-34,경기도 남양주시 오남읍 양지리 96-10,,,,,,,,,,,지엔텔,,2022-07-11,,37.6987720000,127.2047650000
경기도,남양주시,진건읍,"41360259",생활편의형SOC,CVNTL,전기충전소,남양주시농업기술센터,CVNTL_25_41360_00427,,경기도 남양주시 진건읍 사릉로 234-46,경기도 남양주시 진건읍 사능리 92-1,,,,,,,,,,,지엔텔,,2022-07-11,,37.6486320000,127.1959460000
경기도,파주시,동패동,"41480113",생활편의형SOC,CVNTL,전기충전소,한울마을2단지운정벽산블루밍아파트,CVNTL_25_41480_01616,,경기도 파주시 동패로 117,경기도 파주시 동패동 200-1,,,,,,,,,,,케이티,,2022-07-11,,37.7127530000,126.7384800000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,전기충전소,안산시_선부3동행정복지센터,CVNTL_25_41273_00919,,경기도 안산시 단원구 선삼로2길 14-20,경기도 안산시 단원구 선부동 1135,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3448220000,126.8126900000
경기도,광명시,소하동,"41210104",생활편의형SOC,CVNTL,전기충전소,광명동굴 제3공영주차장,CVNTL_25_41210_00204,,"",경기도 광명시 소하동 1069-1,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.4320870000,126.8780900000
경기도,김포시,장기동,"41570104",생활편의형SOC,CVNTL,전기충전소,고창마을한양수자인리버팰리스,CVNTL_25_41570_00355,,경기도 김포시 김포한강3로 290-13,경기도 김포시 장기동 1885-10,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.6434700000,126.6614700000
경기도,시흥시,배곧동,"41390135",생활편의형SOC,CVNTL,전기충전소,(주)NHF제9호공공임대(배곧센텀베이2차아파트,CVNTL_25_41390_00832,,경기도 시흥시 배곧4로 81-29,경기도 시흥시 배곧동 57,,,,,,,,,,,파워큐브,,2022-07-11,,37.3760900000,126.7354600000
경기도,광명시,일직동,"41210106",생활편의형SOC,CVNTL,전기충전소,주식회사 광명역환승파크,CVNTL_25_41210_00233,,경기도 광명시 서독로 392,경기도 광명시 일직동 380-10,,,,,,,,,,,에스트래픽,,2022-07-11,,37.4134030000,126.8831500000
경기도,성남시 수정구,신흥동,"41131101",생활편의형SOC,CVNTL,전기충전소,성남시 신흥1동 주민센터,CVNTL_25_41131_00648,,경기도 성남시 수정구 수정로188번길 7,경기도 성남시 수정구 신흥동 5481,,,,,,,,,,,차지비,,2022-07-11,,37.4429700000,127.1411500000
경기도,동두천시,동두천동,"41250107",생활편의형SOC,CVNTL,전기충전소,소요동 행정복지센터,CVNTL_25_41250_00462,,경기도 동두천시 평화로 2706,경기도 동두천시 동두천동 262,,,,,,,,,,,에버온,,2022-07-11,,37.9295040000,127.0572500000
경기도,부천시,송내동,"41190114",생활편의형SOC,CVNTL,전기충전소,부천시_송내2동주민센터,CVNTL_25_41190_00536,,경기도 부천시 중동로22번길 101,경기도 부천시 송내동 381-8,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.4825480000,126.7695850000
경기도,성남시 중원구,상대원동,"41133105",생활편의형SOC,CVNTL,전기충전소,성남우림라이온스밸리2차아파트,CVNTL_25_41133_00679,,경기도 성남시 중원구 사기막골로45번길 14,경기도 성남시 중원구 상대원동 146-8,,,,,,,,,,,케이티,,2022-07-11,,37.4365540000,127.1701500000
경기도,성남시 중원구,상대원동,"41133105",생활편의형SOC,CVNTL,전기충전소,금강하이테크2,CVNTL_25_41133_00680,,경기도 성남시 중원구 사기막골로 159,경기도 성남시 중원구 상대원동 138-1,,,,,,,,,,,케이티,,2022-07-11,,37.4428020000,127.1773150000
경기도,성남시 중원구,상대원동,"41133105",생활편의형SOC,CVNTL,전기충전소,성남우림라이온스밸리1차,CVNTL_25_41133_00681,,경기도 성남시 중원구 둔촌대로457번길 27,경기도 성남시 중원구 상대원동 311-3,,,,,,,,,,,케이티,,2022-07-11,,37.4338870000,127.1701050000
경기도,성남시 중원구,상대원동,"41133105",생활편의형SOC,CVNTL,전기충전소,성남 선경상대원2차,CVNTL_25_41133_00682,,경기도 성남시 중원구 금상로 134,경기도 성남시 중원구 상대원동 279-1,,,,,,,,,,,이카플러그,,2022-07-11,,37.4404070000,127.1685900000
경기도,김포시,월곶면,"41570350",생활편의형SOC,CVNTL,전기충전소,김포대학교 급속,CVNTL_25_41570_00378,,경기도 김포시 월곶면 김포대학로 81,경기도 김포시 월곶면 포내리 106-21,,,,,,,,,,,이카플러그,,2022-07-11,,37.7294240000,126.5464200000
경기도,양주시,덕정동,"41630110",생활편의형SOC,CVNTL,전기충전소,회천1동주민센터,CVNTL_25_41630_01160,,경기도 양주시 덕정길 67,경기도 양주시 덕정동 140-1,,,,,,,,,,,한국전력,,2022-07-11,,37.8440440000,127.0660200000
경기도,부천시,상동,"41190109",생활편의형SOC,CVNTL,전기충전소,부천시_상1동주민센터,CVNTL_25_41190_00489,,경기도 부천시 상일로 97,경기도 부천시 상동 396-2,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.4918170000,126.7531700000
경기도,용인시 처인구,원삼면,"41461340",생활편의형SOC,CVNTL,전기충전소,원삼면사무소,CVNTL_25_41461_01405,,경기도 용인시 처인구 원삼면 원양로 64,경기도 용인시 처인구 원삼면 고당리 88-1,,,,,,,,,,,한국전력,,2022-07-11,,37.1666300000,127.3135150000
경기도,의왕시,삼동,"41430103",생활편의형SOC,CVNTL,전기충전소,의왕시청,CVNTL_25_41430_01433,,경기도 의왕시 한백이길 7,경기도 의왕시 삼동 460-83,,,,,,,,,,,대영채비,,2022-07-11,,37.3222470000,126.9493560000
경기도,의왕시,삼동,"41430103",생활편의형SOC,CVNTL,전기충전소,현대자동차 의왕연구소,CVNTL_25_41430_01434,,경기도 의왕시 철도박물관로 37,경기도 의왕시 삼동 460-113,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3245400000,126.9518100000
경기도,구리시,갈매동,"41310101",생활편의형SOC,CVNTL,전기충전소,한국지엠별내바로서비스,CVNTL_25_41310_00293,,경기도 구리시 담터길 62,경기도 구리시 갈매동 235-27,,,,,,,,,,,케이티,,2022-07-11,,37.6381230000,127.1172700000
경기도,구리시,갈매동,"41310101",생활편의형SOC,CVNTL,전기충전소,갈매퍼스트호텔,CVNTL_25_41310_00294,,경기도 구리시 갈매중앙로 89-7,경기도 구리시 갈매동 604,,,,,,,,,,,지엔텔,,2022-07-11,,37.6325340000,127.1168700000
경기도,시흥시,거모동,"41390127",생활편의형SOC,CVNTL,전기충전소,군자동주민센터,CVNTL_25_41390_00894,,경기도 시흥시 도일로102번길 11,경기도 시흥시 거모동 1660-2,,,,,,,,,,,에버온,,2022-07-11,,37.3399730000,126.7850900000
경기도,시흥시,신천동,"41390102",생활편의형SOC,CVNTL,전기충전소,경남아너스빌아파트,CVNTL_25_41390_00895,,경기도 시흥시 시흥대로 1117,경기도 시흥시 신천동 943-1,,,,,,,,,,,케이티,,2022-07-11,,37.4352530000,126.7915300000
경기도,의정부시,용현동,"41150105",생활편의형SOC,CVNTL,전기충전소,용현2차현대아파트,CVNTL_25_41150_01440,,경기도 의정부시 오목로 1,경기도 의정부시 용현동 221-3,,,,,,,,,,,케이티,,2022-07-11,,37.7318880000,127.0834300000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,일산호수공원제2공영주차장,CVNTL_25_41285_00081,,경기도 고양시 일산동구 호수로 731,경기도 고양시 일산동구 장항동 906,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.6644480000,126.7604450000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,양우드라마시티관리단,CVNTL_25_41285_00082,,경기도 고양시 일산동구 백마로213번길 36,경기도 고양시 일산동구 장항동 854-1,,,,,,,,,,,케이티,,2022-07-11,,37.6559830000,126.7730560000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,카닥일산주유소,CVNTL_25_41285_00083,,경기도 고양시 일산동구 백마로 54,경기도 고양시 일산동구 장항동 541-1,,,,,,,,,,,GS칼텍스,,2022-07-11,,37.6437570000,126.7617600000
경기도,수원시 권선구,구운동,"41113132",생활편의형SOC,CVNTL,전기충전소,이마트 서수원점,CVNTL_25_41113_00696,,경기도 수원시 권선구 수인로 291,경기도 수원시 권선구 구운동 925,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.2826270000,126.9701460000
경기도,고양시 일산서구,덕이동,"41287105",생활편의형SOC,CVNTL,전기충전소,하이파크시티일산아이파크5단지,CVNTL_25_41287_00142,,경기도 고양시 일산서구 하이파크3로 62,경기도 고양시 일산서구 덕이동 1540,,,,,,,,,,,케이티,,2022-07-11,,37.6972730000,126.7546400000
경기도,고양시 일산서구,대화동,"41287104",생활편의형SOC,CVNTL,전기충전소,한국건설기술연구원,CVNTL_25_41287_00159,,경기도 고양시 일산서구 고양대로 315,경기도 고양시 일산서구 대화동 2311,,,,,,,,,,,한국전력,,2022-07-11,,37.6715300000,126.7401900000
경기도,김포시,사우동,"41570106",생활편의형SOC,CVNTL,전기충전소,풍년마을진흥아파트,CVNTL_25_41570_00373,,경기도 김포시 풍년로 19,경기도 김포시 사우동 857,,,,,,,,,,,케이티,,2022-07-11,,37.6235600000,126.7251600000
경기도,부천시,송내동,"41190114",생활편의형SOC,CVNTL,전기충전소,중동역푸르지오아파트,CVNTL_25_41190_00502,,경기도 부천시 중동로 64,경기도 부천시 송내동 372,,,,,,,,,,,케이티,,2022-07-11,,37.4850350000,126.7654100000
경기도,광주시,탄벌동,"41610105",생활편의형SOC,CVNTL,전기충전소,광주경찰서,CVNTL_25_41610_00235,,경기도 광주시 포돌이로 135,경기도 광주시 탄벌동 541-2,,,,,,,,,,,에스트래픽,,2022-07-11,,37.4081700000,127.2398500000
경기도,성남시 분당구,정자동,"41135103",생활편의형SOC,CVNTL,전기충전소,분당서울대학교병원 헬스케어혁신파크,CVNTL_25_41135_00604,,경기도 성남시 분당구 돌마로 172,경기도 성남시 분당구 정자동 217,,,,,,,,,,,케이티,,2022-07-11,,37.3543550000,127.1210300000
경기도,가평군,가평읍,"41820250",생활편의형SOC,CVNTL,전기충전소,가평지사,CVNTL_25_41820_00035,,경기도 가평군 가평읍 가화로 169-11,경기도 가평군 가평읍 읍내리 631-1,,,,,,,,,,,한국전력,,2022-07-11,,37.8340150000,127.5105900000
경기도,양주시,남방동,"41630103",생활편의형SOC,CVNTL,전기충전소,양주시청,CVNTL_25_41630_01154,,경기도 양주시 부흥로 1533,경기도 양주시 남방동 1-1,,,,,,,,,,,한국전력,,2022-07-11,,37.7850500000,127.0452500000
경기도,시흥시,장곡동,"41390130",생활편의형SOC,CVNTL,전기충전소,갯골생태공원,CVNTL_25_41390_00884,,경기도 시흥시 동서로 287,경기도 시흥시 장곡동 724-32,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.3920560000,126.7798600000
경기도,동두천시,지행동,"41250102",생활편의형SOC,CVNTL,전기충전소,동두천부영3단지아파트,CVNTL_25_41250_00447,,경기도 동두천시 생연로 26,경기도 동두천시 지행동 691,,,,,,,,,,,케이티,,2022-07-11,,37.8950700000,127.0494600000
경기도,여주시,연양동,"41670118",생활편의형SOC,CVNTL,전기충전소,여주 썬밸리호텔,CVNTL_25_41670_01201,,경기도 여주시 강변유원지길 45,경기도 여주시 연양동 414,,,,,,,,,,,이카플러그,,2022-07-11,,37.2930900000,127.6610500000
경기도,성남시 분당구,서현동,"41135105",생활편의형SOC,CVNTL,전기충전소,한국정보통신기술협회,CVNTL_25_41135_00542,,경기도 성남시 분당구 분당로 47,경기도 성남시 분당구 서현동 267-2,,,,,,,,,,,케이티,,2022-07-11,,37.3837900000,127.1205900000
경기도,용인시 수지구,풍덕천동,"41465101",생활편의형SOC,CVNTL,전기충전소,수지구청,CVNTL_25_41465_01334,,경기도 용인시 수지구 포은대로 435,경기도 용인시 수지구 풍덕천동 720,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3221240000,127.0975800000
경기도,파주시,동패동,"41480113",생활편의형SOC,CVNTL,전기충전소,파주시 이마트(파주운정점),CVNTL_25_41480_01622,,경기도 파주시 한울로 123,경기도 파주시 동패동 1763,,,,,,,,,,,차지비,,2022-07-11,,37.7103920000,126.7450940000
경기도,평택시,이충동,"41220109",생활편의형SOC,CVNTL,전기충전소,이충현대아파트,CVNTL_25_41220_01682,,경기도 평택시 송탄로 90,경기도 평택시 이충동 381,,,,,,,,,,,케이티,,2022-07-11,,37.0530930000,127.0571600000
경기도,고양시 일산동구,식사동,"41285101",생활편의형SOC,CVNTL,전기충전소,고양시 인선모터스,CVNTL_25_41285_00094,,경기도 고양시 일산동구 동국로 286,경기도 고양시 일산동구 식사동 273-1,,,,,,,,,,,차지비,,2022-07-11,,37.6920970000,126.8152160000
경기도,김포시,감정동,"41570105",생활편의형SOC,CVNTL,전기충전소,기아오토큐 감정점,CVNTL_25_41570_00352,,경기도 김포시 중봉로25번길 14,경기도 김포시 감정동 505,,,,,,,,,,,에스트래픽,,2022-07-11,,37.6243630000,126.6960750000
경기도,광주시,문형동,"41610117",생활편의형SOC,CVNTL,전기충전소,대원주유소,CVNTL_25_41610_00265,,경기도 광주시 오포읍 포은대로 38,경기도 광주시 오포읍 문형리 557-2,,,,,,,,,,,케이티,,2022-07-11,,37.3431430000,127.2020200000
경기도,양주시,장흥면,"41630340",생활편의형SOC,CVNTL,전기충전소,장흥문화체육센터,CVNTL_25_41630_01147,,경기도 양주시 장흥면 호국로 176-14,경기도 양주시 장흥면 일영리 153-5,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.7159700000,126.9406400000
경기도,여주시,창동,"41670103",생활편의형SOC,CVNTL,전기충전소,여주경찰서,CVNTL_25_41670_01223,,경기도 여주시 세종로 50,경기도 여주시 창동 155,,,,,,,,,,,에스트래픽,,2022-07-11,,37.2936250000,127.6346300000
경기도,고양시 일산동구,백석동,"41285106",생활편의형SOC,CVNTL,전기충전소,주식회사더한산업,CVNTL_25_41285_00119,,경기도 고양시 일산동구 강석로 9,경기도 고양시 일산동구 백석동 1293,,,,,,,,,,,케이티,,2022-07-11,,37.6443250000,126.7876740000
경기도,포천시,영북면,"41650390",생활편의형SOC,CVNTL,전기충전소,산정지 주차장,CVNTL_25_41650_01720,,경기도 포천시 영북면 산정호수로 409,경기도 포천시 영북면 산정리 451-3,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,38.0660970000,127.3157800000
경기도,화성시,석우동,"41590128",생활편의형SOC,CVNTL,전기충전소,화성도쿄일렉트론코리아,CVNTL_25_41590_01829,,경기도 화성시 삼성1로1길 56,경기도 화성시 석우동 24-9,,,,,,,,,,,케이티,,2022-07-11,,37.2188340000,127.0706300000
